jrv,cod_departamento,departamento,cod_municipio,municipio,orden,id,agrupacion,comunidad,empadronados,cui_inicial,cui_final,sector,correlativo,nombre,ubicacion_direccion,zona,direccion_completa,LATITUD,LONGITUD,MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN,diferencia,comentario
1267,1,GUATEMALA,1,GUATEMALA,1.0,67.0,'067',CABECERA MUNICIPAL,400,1749921220101,1829371510201,URBANO,82,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA ATLÁNTIDA,3 AVENIDA 10-79 RESIDENCIALES DEL NORTE,17.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA ATLÁNTIDA, 3 AVENIDA 10-79 RESIDENCIALES DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65222222222222,-90.46916666666667,1267,Distrito Central,0,Guatemala,1,94,400,7,20,32,1,2.0,3,3,4,4,2,3,2,1,0,1,0,2,0,1,3,6,5,1,65,194,20,3,217,0,217,0,400,183,168,191.0,191.0,Sumas Asentadas sin cuadrar,1,e10933bf06c2848166819f52c2d3048532a0203ea08e9d54386744b77d1943a8,26/06/2023 00:43:06,ESCANER,26,"Datos no cuadran, foppa x la ciudad no tiene datos "
1293,1,GUATEMALA,1,GUATEMALA,1.0,68.0,"'068', '090'",CABECERA MUNICIPAL,400,2060418610101,2185283450101,URBANO,83,METRO NORTE PLANTA BAJA,KILÓMETRO 5 CARRETERA AL ATLÁNTICO,17.0,"METRO NORTE PLANTA BAJA, KILÓMETRO 5 CARRETERA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64666666666667,-90.4775,1293,Distrito Central,0,Guatemala,1,96,400,22,22,25,0,4.0,3,2,4,6,0,2,2,0,0,1,0,3,36,2,1,1,12,2,58,185,9,0,194,0,194,0,401,207,208,217.0,217.0,Sumas Asentadas sin cuadrar,1,86685ff9aa7b3812c8443b6118a25d9f29f3d2c9ab0c06268d5f0547825dbcd2,26/06/2023 00:18:19,ESCANER,23,Pendiente
1294,1,GUATEMALA,1,GUATEMALA,1.0,68.0,"'068', '090'",CABECERA MUNICIPAL,400,2185286200101,2255308480101,URBANO,83,METRO NORTE PLANTA BAJA,KILÓMETRO 5 CARRETERA AL ATLÁNTICO,17.0,"METRO NORTE PLANTA BAJA, KILÓMETRO 5 CARRETERA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64666666666667,-90.4775,1294,Distrito Central,0,Guatemala,1,96,400,8,15,45,2,3.0,3,4,5,6,1,4,1,0,1,2,2,3,36,0,2,2,10,11,55,230,0,0,0,0,0,0,0,230,221,198.0,198.0,Algún campo sin dato,1,1b5251c389b5710b29cd39be8a530f10cf498a51314ff4c2acef457186cde9c7,26/06/2023 03:17:56,ESCANER,9,Pendiente
1304,1,GUATEMALA,1,GUATEMALA,1.0,68.0,"'068', '090'",CABECERA MUNICIPAL,400,2994633110101,3015352210101,URBANO,84,ESCUELA OFICIAL URBANA MIXTA SALUD PÚBLICA,BLOQUE 0 LOTE 6 COLONIA SALUD PÚBLICA,17.0,"ESCUELA OFICIAL URBANA MIXTA SALUD PÚBLICA, BLOQUE 0 LOTE 6 COLONIA SALUD PÚBLICA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.6475,-90.46944444444445,1304,Distrito Central,0,Guatemala,1,97,400,7,14,34,0,3.0,5,2,2,2,0,1,0,1,1,0,0,0,62,0,1,1,10,0,39,199,14,0,213,0,213,0,0,0,185,199.0,199.0,Sumas Asentadas sin cuadrar,1,7cfca38d9a1336833a4c6c6b80a5ff72f9d8638da358cc406aef58226823bcbe,26/06/2023 03:07:26,ESCANER,14,Pendiente
1313,1,GUATEMALA,1,GUATEMALA,1.0,69.0,'069',CABECERA MUNICIPAL,400,1765413650101,1825832280101,URBANO,86,LICEO DE COMPUTACIÓN CSS (BÁSICOS Y DIVERSIFICADO),13 AVENIDA 6-46 COLONIA LAVARREDA,18.0,"LICEO DE COMPUTACIÓN CSS (BÁSICOS Y DIVERSIFICADO), 13 AVENIDA 6-46 COLONIA LAVARREDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65388888888889,-90.47666666666667,1313,Distrito Central,0,Guatemala,1,99,400,4,26,41,0,4.0,2,1,5,4,0,1,1,2,1,0,0,2,22,1,4,6,7,3,66,204,21,3,228,0,228,0,400,172,203,227.0,227.0,Sumas Asentadas sin cuadrar,1,fadb637e388149397a935d40ebe79b4e48fc70562f1ef08c6cf300654a449974,26/06/2023 06:25:19,ESCANER,1,Pendiente
1319,1,GUATEMALA,1,GUATEMALA,1.0,69.0,'069',CABECERA MUNICIPAL,400,2301500980101,2358935362011,URBANO,87,ESCUELA OFICIAL URBANA MIXTA NÚMERO  155,14 AVENIDA 5 CALLE COLONIA LAVARREDA,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO  155, 14 AVENIDA 5 CALLE COLONIA LAVARREDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.6525,-90.47527777777778,1319,Distrito Central,0,Guatemala,1,100,400,10,31,39,0,2.0,3,2,7,4,2,3,1,3,2,0,1,2,6,0,2,0,9,1,53,185,0,0,0,0,0,0,0,0,183,,,Acta ilegible,0,8d527f92273c1ffbe36b115f7a5d0e279f3bb2e7e28e39d3041d16c3f3f72488,25/06/2023 22:10:43,ESCANER,2,Pendiente
1330,1,GUATEMALA,1,GUATEMALA,1.0,69.0,'069',CABECERA MUNICIPAL,400,3017307250101,3266420991603,URBANO,88,COMPLEJO COMERCIAL META TERMINAL DEL NORTE,11 AVENIDA 4-78,18.0,"COMPLEJO COMERCIAL META TERMINAL DEL NORTE, 11 AVENIDA 4-78, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.47833333333334,1330,Distrito Central,0,Guatemala,1,101,400,10,11,28,0,2.0,0,0,1,1,0,3,1,2,0,2,0,1,44,1,1,1,10,10,23,145,3,0,148,0,148,0,400,252,152,155.0,155.0,Sumas Asentadas sin cuadrar,1,8d8c49c4c27e711e28f086d373f2e6418dc2fdc854333c261f2e82ae821ff66c,26/06/2023 00:10:29,ESCANER,7,Pendiente
1332,1,GUATEMALA,1,GUATEMALA,1.0,69.0,'069',CABECERA MUNICIPAL,344,3612274690101,4088908860101,URBANO,88,COMPLEJO COMERCIAL META TERMINAL DEL NORTE,11 AVENIDA 4-78,18.0,"COMPLEJO COMERCIAL META TERMINAL DEL NORTE, 11 AVENIDA 4-78, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.47833333333334,1332,Distrito Central,0,Guatemala,1,101,344,1,5,21,1,4.0,1,0,5,4,0,1,0,0,1,2,0,2,34,0,2,5,0,0,23,115,8,1,124,0,124,0,344,220,112,121.0,121.0,Sumas Asentadas sin cuadrar,1,692d24c97e23641a4a903586e6061b9b2d5746c34e6f15c4401da5f1d16fb1fa,26/06/2023 01:57:08,ESCANER,3,Pendiente
1333,1,GUATEMALA,1,GUATEMALA,1.0,70.0,'070',CABECERA MUNICIPAL,400,1573117402201,1608681300101,URBANO,89,ESCUELA OFICIAL URBANA MIXTA NÚMERO  90 SAN RAFAEL III,"4 AVENIDA 13-00 SAN RAFAEL, LA LAGUNA III, LAS COLINAS",18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO  90 SAN RAFAEL III, 4 AVENIDA 13-00 SAN RAFAEL, LA LAGUNA III, LAS COLINAS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65611111111111,-90.45222222222222,1333,Distrito Central,0,Guatemala,1,102,400,12,40,16,3,3.0,9,1,3,2,1,2,3,0,0,2,0,1,38,0,4,8,9,0,94,253,18,0,271,0,271,0,400,0,251,269.0,269.0,Sumas Asentadas sin cuadrar,1,ecd4b209db6158341706e3d4dac75aec366d38be02bb95f8cba721e7dc5dbde9,27/06/2023 14:22:50,ESCANER,2,Pendiente
1351,1,GUATEMALA,1,GUATEMALA,1.0,70.0,'070',CABECERA MUNICIPAL,400,2547196510101,2586413980101,URBANO,89,ESCUELA OFICIAL URBANA MIXTA NÚMERO  90 SAN RAFAEL III,"4 AVENIDA 13-00 SAN RAFAEL, LA LAGUNA III, LAS COLINAS",18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO  90 SAN RAFAEL III, 4 AVENIDA 13-00 SAN RAFAEL, LA LAGUNA III, LAS COLINAS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65611111111111,-90.45222222222222,1351,Distrito Central,0,Guatemala,1,102,400,16,14,36,0,4.0,7,0,6,1,2,1,3,2,1,0,0,0,35,0,4,6,8,4,75,229,14,1,244,0,244,0,400,153,225,240.0,240.0,Sumas Asentadas sin cuadrar,1,3a146427334b24723c74695892320fff6089d7e019bfe0f7be6b11bbcacd0165,26/06/2023 03:54:16,ESCANER,4,Pendiente
1364,1,GUATEMALA,1,GUATEMALA,1.0,71.0,'071',CABECERA MUNICIPAL,400,1600601090101,1632604860101,URBANO,90,PLAZA SAN RAFAEL ATLÁNTICO,KILÓMETRO 8 CARRETERA AL ATLÁNTICO,18.0,"PLAZA SAN RAFAEL ATLÁNTICO, KILÓMETRO 8 CARRETERA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.45583333333333,1364,Distrito Central,0,Guatemala,1,103,400,6,27,42,2,1.0,6,2,8,4,2,1,1,1,2,1,0,5,25,2,1,0,5,3,69,217,14,5,236,0,236,0,400,164,216,235.0,235.0,Sumas Asentadas sin cuadrar,1,2b46a92fdb8a8bca9f594bc8ee7b6d8c69864903c44ea9a2002f97e5d1ae69e9,26/06/2023 01:59:23,ESCANER,1,Pendiente
1370,1,GUATEMALA,1,GUATEMALA,1.0,71.0,'071',CABECERA MUNICIPAL,400,1799325430101,1851038711603,URBANO,90,PLAZA SAN RAFAEL ATLÁNTICO,KILÓMETRO 8 CARRETERA AL ATLÁNTICO,18.0,"PLAZA SAN RAFAEL ATLÁNTICO, KILÓMETRO 8 CARRETERA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.45583333333333,1370,Distrito Central,0,Guatemala,1,103,400,4,28,42,2,5.0,1,0,5,3,1,2,0,0,2,1,0,7,20,0,6,0,3,3,75,211,20,2,233,0,233,0,0,0,210,232.0,232.0,Sumas Asentadas sin cuadrar,1,865319236f324e05c7813ec6ff451a1a290d148dc24116719692dd35fc7c2b94,26/06/2023 02:33:23,ESCANER,1,Pendiente
1371,1,GUATEMALA,1,GUATEMALA,1.0,71.0,'071',CABECERA MUNICIPAL,400,1851054830101,1910301470101,URBANO,90,PLAZA SAN RAFAEL ATLÁNTICO,KILÓMETRO 8 CARRETERA AL ATLÁNTICO,18.0,"PLAZA SAN RAFAEL ATLÁNTICO, KILÓMETRO 8 CARRETERA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.45583333333333,1371,Distrito Central,0,Guatemala,1,103,400,8,24,56,0,3.0,5,1,6,8,2,3,1,2,1,0,1,6,16,0,4,8,4,1,67,230,11,1,242,0,230,0,400,158,227,239.0,239.0,Sumas Asentadas sin cuadrar,1,2c575e88b6083bea270e661dd75d74cc1e0b4e15f9579aed568a04dd3b0e1ce4,26/06/2023 05:56:54,ESCANER,3,Pendiente
1386,1,GUATEMALA,1,GUATEMALA,1.0,71.0,'071',CABECERA MUNICIPAL,400,2456012010101,2487982350506,URBANO,90,PLAZA SAN RAFAEL ATLÁNTICO,KILÓMETRO 8 CARRETERA AL ATLÁNTICO,18.0,"PLAZA SAN RAFAEL ATLÁNTICO, KILÓMETRO 8 CARRETERA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.45583333333333,1386,Distrito Central,0,Guatemala,1,103,400,7,23,0,1,6.0,4,0,10,2,2,5,1,2,1,0,0,3,34,0,4,6,7,0,67,239,11,0,228,0,239,0,0,0,185,196.0,196.0,Sumas Asentadas sin cuadrar,1,e38ba767986642f13b7904cf97c26f8a64c4d40dfb65d16e0a79cfb8f5b1d7cd,26/06/2023 01:58:29,ESCANER,54,"Datos no cuadran, VALOR UNIONISTA tiene 0 votos. "
1396,1,GUATEMALA,1,GUATEMALA,1.0,71.0,'071',CABECERA MUNICIPAL,400,2711952230101,2763744600305,URBANO,91,INSTITUTO EXPERIMENTAL HECTOR NERY CASTAÑEDA (PEMEM),KILÓMETRO 9 RUTA AL ATLÁNTICO,18.0,"INSTITUTO EXPERIMENTAL HECTOR NERY CASTAÑEDA (PEMEM), KILÓMETRO 9 RUTA AL ATLÁNTICO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64805555555555,-90.44555555555556,1396,Distrito Central,0,Guatemala,1,104,400,1,17,34,1,3.0,5,0,7,4,0,1,0,1,2,0,0,0,28,0,1,6,5,0,49,167,15,1,183,0,183,0,400,217,165,181.0,181.0,Sumas Asentadas sin cuadrar,1,47fd433cfddfd6b4ca6efa13e815aab21892a69eae9c6373e5d067677f12daa2,26/06/2023 02:45:40,ESCANER,2,Pendiente
1410,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,1597972680101,1629874551701,URBANO,92,ESCUELA OFICIAL URBANA MIXTA NÚMERO 436 PARAISO I,25 AVENIDA 12-10 COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 436 PARAISO I, 25 AVENIDA 12-10 COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66055555555556,-90.44527777777778,1410,Distrito Central,0,Guatemala,1,105,400,9,22,55,2,3.0,8,2,6,6,0,1,0,2,0,1,0,2,29,0,7,5,5,0,72,240,20,0,260,0,260,0,400,140,237,257.0,257.0,Sumas Asentadas sin cuadrar,1,736e38709da1a5a38a23bc31a2b6317ca9dc3b7d5f226218906878c3bbc2b214,25/06/2023 22:28:10,ESCANER,3,Pendiente
1412,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,1659797550101,1693619260101,URBANO,92,ESCUELA OFICIAL URBANA MIXTA NÚMERO 436 PARAISO I,25 AVENIDA 12-10 COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 436 PARAISO I, 25 AVENIDA 12-10 COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66055555555556,-90.44527777777778,1412,Distrito Central,0,Guatemala,1,105,400,4,35,47,0,2.0,2,0,12,6,3,3,0,2,1,0,2,4,27,1,3,7,6,1,65,234,18,0,252,0,252,0,400,148,233,251.0,251.0,Sumas Asentadas sin cuadrar,1,9e733066afa3a40a2663d3d892c4cda93bfb6a3ce629edc4304b69217cc1a64f,26/06/2023 02:04:06,ESCANER,1,Pendiente
1423,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2213005892207,2243311670101,URBANO,92,ESCUELA OFICIAL URBANA MIXTA NÚMERO 436 PARAISO I,25 AVENIDA 12-10 COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 436 PARAISO I, 25 AVENIDA 12-10 COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66055555555556,-90.44527777777778,1423,Distrito Central,0,Guatemala,1,105,400,10,19,58,0,2.0,2,1,6,3,3,2,0,1,1,1,0,5,18,0,1,1,17,2,60,237,21,2,260,0,237,0,400,163,213,236.0,236.0,Sumas Asentadas sin cuadrar,1,266948e5f0f8818ca2022d70c7ebd0b7b721cf3edaf98dbb32d35ca90a54f9ba,26/06/2023 06:04:08,ESCANER,24,Pendiente
1427,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2333335330102,2359531720101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1427,Distrito Central,0,Guatemala,1,106,400,6,21,49,1,2.0,2,3,4,6,4,1,2,0,0,2,1,1,37,1,3,6,13,0,75,243,28,3,274,0,274,0,400,126,240,271.0,271.0,Sumas Asentadas sin cuadrar,1,3af563220963291db9011b821a6c87de59482969439f8d06bb24ad7d32f1a306,26/06/2023 03:04:32,ESCANER,3,Pendiente
1433,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2498251200101,2519662160101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1433,Distrito Central,0,Guatemala,1,106,400,5,20,0,1,2.0,3,0,3,5,0,1,3,2,2,0,0,1,16,3,0,5,8,1,83,220,26,2,248,0,248,0,400,152,164,192.0,192.0,Sumas Asentadas sin cuadrar,1,f5cc15da70e329750fc7b3d4620dbbae030dbb5ef5b719dff1019251d56ef09b,26/06/2023 01:35:41,ESCANER,56,"Datos no cuadran, caso rarísimo VALOR UNIONISTA tiene 0 votos. "
1435,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2541890670101,2565504920101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1435,Distrito Central,0,Guatemala,1,106,400,10,15,44,0,2.0,5,0,3,7,6,6,3,3,1,0,0,2,26,1,4,7,14,2,64,248,20,2,248,0,401,0,392,153,225,247.0,247.0,Sumas Asentadas sin cuadrar,1,b9fbf559438f8ea1464ecba76fef99aefde1c400744bff620258cf068930a1a0,26/06/2023 01:37:00,ESCANER,23,Pendiente
1436,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2565525920101,2590852430101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1436,Distrito Central,0,Guatemala,1,106,400,10,13,52,1,1.0,7,0,6,5,3,2,0,4,1,0,0,5,26,1,3,6,11,0,67,222,16,4,246,4,246,0,497,149,224,244.0,248.0,Sumas Asentadas sin cuadrar,1,19b204408bde70fe32e53e7a3dbbebb3ad8d3e0ef2faf5ac5bf9fa787c414027,25/06/2023 23:50:40,ESCANER,2,Pendiente
1438,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2617923182208,2645185350101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1438,Distrito Central,0,Guatemala,1,106,400,3,22,47,0,1.0,4,0,1,10,1,0,1,3,0,0,0,0,0,0,0,4,11,3,73,210,12,1,223,0,223,0,227,267,184,197.0,197.0,Sumas Asentadas sin cuadrar,1,0ab9e986748883b3b16c63c54848caecf66e56c7c8d5a9f699cc8c2dcce4771f,26/06/2023 01:20:36,ESCANER,26,"Datos no cuadran, foppa x la ciudad no tiene datos "
1441,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2729761990101,2818301690204,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1441,Distrito Central,0,Guatemala,1,106,400,5,18,52,0,3.0,5,0,3,4,1,0,1,3,0,2,1,4,35,0,1,6,5,1,65,221,7,0,221,1,221,0,0,0,215,222.0,223.0,Sumas Asentadas sin cuadrar,1,a8b142719f8166dca55c05c37e5f497a060afdee18e56eaa99755c56e0675c98,26/06/2023 01:44:58,ESCANER,6,Pendiente
1442,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2818440540101,2967182540101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1442,Distrito Central,0,Guatemala,1,106,400,7,6,35,0,7.0,3,1,4,6,0,3,2,3,0,3,1,3,42,0,2,1,10,2,62,204,8,0,212,0,212,0,400,188,203,211.0,211.0,Sumas Asentadas sin cuadrar,1,4ae6ba8ae9ff051bdfffcdb1e0cba918a40b68a49852ba6b96ec94c80c9d5add,26/06/2023 02:32:47,ESCANER,1,Pendiente
1444,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,2994050280101,3003535960101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1444,Distrito Central,0,Guatemala,1,106,400,7,7,38,1,4.0,3,0,4,3,1,3,1,3,3,1,0,1,86,1,0,5,9,1,53,234,18,0,252,0,252,0,400,152,235,253.0,253.0,Sumas Asentadas sin cuadrar,1,471fc3bc910e44888eacb9826f20786d1a966b306480071fe45ecfadf6085469,26/06/2023 06:09:39,ESCANER,1,Pendiente
1447,1,GUATEMALA,1,GUATEMALA,1.0,72.0,'072',CABECERA MUNICIPAL,400,3016815700101,3022681700101,URBANO,93,ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III,25 AVENIDA 12 CALLE COLONIA PARAISO I,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 439 ALAMEDA III, 25 AVENIDA 12 CALLE COLONIA PARAISO I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66138888888889,-90.44527777777778,1447,Distrito Central,0,Guatemala,1,106,400,6,10,22,1,5.0,3,0,6,2,0,1,0,2,1,1,0,0,83,1,3,2,13,1,40,204,12,184,400,0,400,0,0,0,203,399.0,399.0,Sumas Asentadas sin cuadrar,1,0b08f3341b9f1ddd336235cc4de5d0d1f5e0f226f1e885e61450688d95c1bd8c,26/06/2023 00:04:58,ESCANER,1,Pendiente
1491,1,GUATEMALA,1,GUATEMALA,1.0,74.0,"'074', '075'",CABECERA MUNICIPAL,400,2922570070101,2997247780101,URBANO,96,COLEGIO EL CASTILLO,9 AVENIDA A 9-20 COLONIA ATLANTIDA,18.0,"COLEGIO EL CASTILLO, 9 AVENIDA A 9-20 COLONIA ATLANTIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65527777777778,-90.4786111111111,1491,Distrito Central,0,Guatemala,1,110,400,4,13,16,0,1.0,4,0,4,6,0,2,0,2,0,2,2,3,46,0,1,4,8,8,74,192,6,1,199,0,199,0,397,198,200,207.0,207.0,Sumas Asentadas sin cuadrar,1,de5a6cef79b6ebbfc7849a3765018b776d350d04b5b5f64cfeb3e090bf814941,26/06/2023 00:08:33,ESCANER,8,Pendiente
1494,1,GUATEMALA,1,GUATEMALA,1.0,74.0,"'074', '075'",CABECERA MUNICIPAL,400,3017315780101,3294489271106,URBANO,96,COLEGIO EL CASTILLO,9 AVENIDA A 9-20 COLONIA ATLANTIDA,18.0,"COLEGIO EL CASTILLO, 9 AVENIDA A 9-20 COLONIA ATLANTIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65527777777778,-90.4786111111111,1494,Distrito Central,0,Guatemala,1,110,400,4,5,18,0,1.0,5,0,0,2,0,1,0,0,0,0,0,1,45,0,1,0,9,1,48,142,7,0,149,0,149,0,397,248,141,148.0,148.0,Sumas Asentadas sin cuadrar,1,cd7779a57a93fc1a4bb1d6c1635caf1d3660cbbe46e64456953ba2d750ec68ba,25/06/2023 22:53:30,ESCANER,1,Pendiente
1525,1,GUATEMALA,1,GUATEMALA,1.0,77.0,'077',CABECERA MUNICIPAL,400,1572797820101,1634423470107,URBANO,87,ESCUELA OFICIAL URBANA MIXTA NÚMERO  155,14 AVENIDA 5 CALLE COLONIA LAVARREDA,18.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO  155, 14 AVENIDA 5 CALLE COLONIA LAVARREDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.6525,-90.47527777777778,1525,Distrito Central,0,Guatemala,1,112,400,3,19,57,0,2.0,10,1,2,1,1,2,1,0,0,0,0,3,55,1,0,4,7,0,76,255,15,1,271,0,271,0,400,129,245,261.0,261.0,Sumas Asentadas sin cuadrar,1,30b0cf44212ac920b3f02322519ddc35a71a1fd15025b42783d639a3be4cba80,26/06/2023 00:19:53,ESCANER,10,Pendiente
